"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"MAFIP" 459.409870984413 -0.227600712685396 0.192101499988007 -1.18479404221 0.236098888769659 0.758378032772837
"MAFK" 6693.11614440391 0.48261235593708 0.0561829478649635 8.59001484039331 8.69580928881617e-18 9.94049347045205e-16
"MAFTRR" 0.714849652661985 -0.931678062720027 3.76352770515809 -0.247554458398996 0.804479150930802 NA
"MAGEA1" 13.1144008294403 -0.0846970214182472 0.943216925394077 -0.0897959092314429 0.928449399019434 0.995544892111965
"MAGEA10" 0.240568838720453 -1.33874194226819 4.99728968972937 -0.267893603410591 0.78878121754043 NA
"MAGEA11" 248.27071392169 -0.00874457791512608 0.217111955380831 -0.0402768143273705 0.967872438262978 0.996500087124412
"MAGEA12" 12.2784689720551 -0.157529371054347 1.09231019123075 -0.144216699907242 0.88532935417914 0.995544892111965
"MAGEA12_1" 2.28117656819712 4.68266769004785 3.42495482961533 1.36722027676312 0.171556271564176 NA
"MAGEA2" 0.234247099493996 1.50751527634411 4.99035799891951 0.302085597199741 0.762586811629748 NA
"MAGEA2B" 0.234247099493996 1.50751527634411 4.99035799891951 0.302085597199741 0.762586811629748 NA
"MAGEA2B_1" 0.234247099493996 1.50751527634411 4.99035799891951 0.302085597199741 0.762586811629748 NA
"MAGEA2_1" 0.234247099493996 1.50751527634411 4.99035799891951 0.302085597199741 0.762586811629748 NA
"MAGEA3" 273.282553063833 0.379083504669532 0.216003568694985 1.75498722988614 0.079261492100785 0.44454286427431
"MAGEA3-DT" 27.8630707981041 0.551447482571282 0.630329821380075 0.874855454821915 0.381652559154949 0.875229611426588
"MAGEA3_1" 490.32542252606 -0.0773528034077973 0.163691402344273 -0.472552634408436 0.636532381793074 0.963481364192035
"MAGEA5P" 2.29617862403205 -0.780595339651894 2.48593691715031 -0.314004484291866 0.753517632928972 NA
"MAGEA6" 0.240033714447536 -1.33713917079919 4.99740522803682 -0.267566689068454 0.789032874556612 NA
"MAGEA6-DT" 15.7493097940519 2.65143858139079 0.939893214884757 2.82099981083052 0.00478742311078407 0.0692277148781717
"MAGEA6_1" 2909.37538743225 0.140835642565794 0.0788671747328282 1.78573206207642 0.0741426514445146 0.429048980322173
"MAGEA8" 0.240033714447536 -1.33713917079919 4.99740522803682 -0.267566689068454 0.789032874556612 NA
"MAGEA9" 0.481137677440906 -2.33904432397806 4.8921623602591 -0.478120747377276 0.632564265985691 NA
"MAGEA9B" 0.481137677440906 -2.33904432397806 4.8921623602591 -0.478120747377276 0.632564265985691 NA
"MAGEB10" 19.947746961722 -0.0994275337769602 0.749295855727792 -0.132694626584296 0.894434892649457 0.995544892111965
"MAGEB16" 0.28514707102464 1.65094625022856 4.9809796702113 0.331450108118695 0.740304520970826 NA
"MAGEB17" 35.8452507075888 -0.212821705969135 0.55769393072402 -0.381610224254801 0.702750499323452 0.973749465526881
"MAGEB17-AS1" 3.67208425617044 0.612188304314348 1.82052276476956 0.336270612024914 0.736666809072996 NA
"MAGEB18" 1.00524821436725 -1.39117909760086 3.90242899976941 -0.356490559516411 0.72147322075474 NA
"MAGEB6" 12.5642509194012 0.0196658007379013 0.96475970309939 0.0203841440254219 0.983736932458285 0.997431192960773
"MAGEC1" 2.88790453857136 3.45766862699331 2.37184296242026 1.4577982951557 0.144896148350893 NA
"MAGEC2" 17.9385380734674 0.257448780917502 0.786735633716481 0.32723671063599 0.743488856914938 0.981522059559106
"MAGEC3" 2.51360100293835 1.31471865822279 2.01381853313634 0.652848623939928 0.513853872981268 NA
"MAGED1" 27.1094303164478 0.128384612719575 0.668231947334368 0.192125822825011 0.847643648004042 0.991362019186515
"MAGED2" 4095.11268874408 0.0808855619458551 0.0766563862485013 1.05517055922313 0.291347326310715 0.815042327105364
"MAGEF1" 1165.98379904114 0.226072063502846 0.11027318327172 2.05010916340187 0.0403537793978234 0.304529165697872
"MAGI1" 2316.04309415493 0.0513224698744334 0.0797278556808575 0.643720685024717 0.519756574075032 0.933947788722955
"MAGI1-AS1" 2.63200837465332 -2.15613129738721 2.27358344476658 -0.94834051609158 0.342956131078305 NA
"MAGI1-IT1" 26.9573650385414 -0.210650998335046 0.712480647719295 -0.29565855438931 0.767490851596977 0.986877039935876
"MAGI1_1" 1.89422955411119 4.41552322511073 2.97332216269434 1.48504702265748 0.13753136825173 NA
"MAGI2" 12.8200391058906 -0.358645675015658 0.915822080407909 -0.391610644346898 0.695345921819787 0.973441148544372
"MAGI2-AS3" 10.1010147637206 -0.269910652210651 1.04202868763971 -0.259024204815344 0.795616564916021 0.990390520497248
"MAGI3" 1400.13562372773 -0.113914008771929 0.109410427789809 -1.04116226463142 0.297800245819315 0.822003564649715
"MAGIX" 48.069816691953 0.173626182574351 0.477894387236519 0.363314965003806 0.716369615573628 0.976928458933214
"MAGIX_1" 48.069816691953 0.173626182574351 0.477894387236519 0.363314965003806 0.716369615573628 0.976928458933214
"MAGOH" 1763.58760264864 0.0859198628054435 0.095554912022576 0.899167410516206 0.368563496252011 0.866051826209226
"MAGOH-DT" 23.8196770087245 -0.622239054586869 0.693223099272394 -0.897602886054967 0.369397299856595 0.866533228086855
"MAGOH2P" 6.76444242583253 -0.591893570737262 1.33539088211159 -0.443236192987425 0.657594902634556 NA
"MAGOHB" 1179.04951744679 -0.0449753037885603 0.121289018296031 -0.370811013399321 0.710778297763447 0.975643519914724
"MAGT1" 4643.73951699018 0.0539747534544219 0.0676096116997788 0.798329588019192 0.424679252140908 0.895967944972174
"MAILR" 4.60960777841934 1.12920370765007 1.53938671572759 0.73354128375491 0.463228357872022 NA
"MAIP1" 680.999376328843 0.0532213967677808 0.151677538109626 0.350885156965791 0.725674507411682 0.978846279534304
"MAK" 170.492875025473 -0.362273775814763 0.276655961464701 -1.30947395420932 0.19037385479668 0.68565110007775
"MAK16" 3346.71209442194 0.00451871687593587 0.0729018917130475 0.0619835338940477 0.950575944834301 0.996035959224712
"MAL-AS1" 2.20177066874306 -1.70082530920933 2.17999945914424 -0.780195289533233 0.435275934542842 NA
"MAL2" 616.691999967041 -0.131438652955998 0.147693271889976 -0.889943402797067 0.373496276979725 0.871157299269286
"MAL2-AS1" 0.85544121307392 3.2662796198303 4.85054488798138 0.673384062051142 0.500702985537151 NA
"MALAT1" 23921.6065084111 -0.44895501424367 0.344710677044559 -1.30241110630187 0.192775887945384 0.688044684912353
"MALINC1" 7.36560107318725 0.258245349761128 1.23060757502506 0.209851909741308 0.833783256873155 NA
"MALL" 200.494810573317 0.392454462720667 0.813464435682319 0.482448212246038 0.629487579054999 0.962414572630859
"MALRD1" 1.20177394505643 -3.65983363441874 3.47011241006022 -1.0546729333057 0.291574934874513 NA
"MALSU1" 2318.72923064426 -0.0545737559453444 0.0825893055564832 -0.660784778097222 0.508750346025318 0.929325636806271
"MALT1" 3772.77810770535 -0.124463108167581 0.0772874501383649 -1.61039221690921 0.107312258637612 0.522998366453084
"MALT1-AS1" 22.0724695200367 -0.507264598903427 0.722911032854997 -0.701697132633435 0.482868061585356 0.917821252986998
"MAMDC2" 2167.64687041984 -0.0371501709979279 0.0890350558465999 -0.417253301462905 0.676493141895202 0.97171332123596
"MAMDC2-AS1" 15.7854181133783 0.0635654974933329 0.916299616794228 0.06937195686682 0.944693550307063 0.996035959224712
"MAMDC2-AS1_1" 2.10822389544596 4.58270978005203 3.48635865375095 1.31446882985534 0.188688480882892 NA
"MAMDC2_1" 7.71172528733625 -1.81460124369883 4.60572132339378 -0.393988501753666 0.693589528372777 NA
"MAMDC4" 748.148354253182 -0.225524987434217 0.158764006399479 -1.42050451200353 0.155460855957095 0.62462193958087
"MAML1" 2193.04135198286 0.146677561323507 0.145563881990283 1.00765079440035 0.31362213486942 0.836051610810311
"MAML1_1" 2016.79572103542 -0.0934683997810516 0.114453369324536 -0.816650486854776 0.414128194325971 0.892332582234655
"MAML2" 1557.83707682006 0.118058884772738 0.0929153940206477 1.27060629745059 0.203868745481749 0.708124687022019
"MAML3" 378.217777035927 -0.057220582390688 0.18324238286792 -0.312267181288142 0.75483747940252 0.984993425652582
"MAMLD1" 452.188275765335 -0.105410140870264 0.161857068997643 -0.651254477317877 0.514882229108191 0.932694880287904
"MAMSTR" 38.5906399318702 0.52104935173456 0.537198431707269 0.969938333733801 0.332077230923895 0.846304034840526
"MAN1A1" 1490.56166146052 -0.0189574099430164 0.10296278272009 -0.184119051973888 0.853920060666014 0.992495877760597
"MAN1A2" 3211.89449637769 -0.113777795923216 0.0752870506771599 -1.51125319560078 0.13072395384295 0.576763418787099
"MAN1B1" 5556.74631703358 0.0304341574753386 0.0597207765456923 0.509607530840686 0.610326446825673 0.956618158599592
"MAN1B1-DT" 196.002035040656 0.0124200494227847 0.240093420823102 0.0517300698211786 0.958743777056788 0.996270432534758
"MAN1C1" 5.23894708433483 -0.0276729368312059 1.44368620567817 -0.0191682491128372 0.984706886484795 NA
"MAN2A1" 2693.76348450298 -0.109405368583733 0.089971820196103 -1.21599594567802 0.223986466458289 0.740237557112706
"MAN2A1-DT" 56.7538841549516 0.0214204388870607 0.473403770643381 0.0452477149853479 0.963909862113228 0.996270432534758
"MAN2A2" 2154.32090094707 0.0879253664398619 0.0873924088826201 1.00609844223378 0.314368217968362 0.837130834580683
"MAN2B1" 1433.42162828838 0.113433011722324 0.10526891239563 1.07755470386177 0.281232525696802 0.806389443875312
"MAN2B2" 1099.6079890051 -0.00912855517263954 0.126714430090597 -0.0720403758759985 0.942569776005264 0.996035959224712
"MAN2C1" 1608.9474935989 -0.0912934280105775 0.1157488447867 -0.788719992660069 0.430275680167928 0.897014486062316
"MANBA" 745.697283070798 -0.144432178540065 0.129478196290435 -1.11549421198366 0.264638697387733 0.7904122584731
"MANBAL" 1056.32360332983 0.0913742648545104 0.112249751335221 0.814026434514157 0.415629807479921 0.893027229862834
"MANBAL_1" 1056.32360332983 0.0913742648545104 0.112249751335221 0.814026434514157 0.415629807479921 0.893027229862834
"MANCR" 6.35510136813937 0.726750104916432 1.33768905213711 0.543287772113682 0.586931682038667 NA
"MANEA" 478.001509067754 -0.213625098245709 0.157083024807149 -1.35995024610697 0.173845669025447 0.658892051064461
"MANEA-DT" 4.80666863338144 0.579910987954368 1.86439043646564 0.311045892862289 0.755765733363242 NA
"MANEAL" 1938.38041933302 0.0485901255591333 0.0915306984997365 0.530861518108847 0.595514746173264 0.955837467191227
"MANF" 4362.87283903066 0.105822231565033 0.074090781450552 1.42827797862624 0.153211863660594 0.620493260324435
"MANSC1" 69.3634582858402 -0.256626477796362 0.412008364353041 -0.622867155134899 0.533371823331375 0.936405875585136
"MANSC1_1" 69.3634582858402 -0.256626477796362 0.412008364353041 -0.622867155134899 0.533371823331375 0.936405875585136
"MANSC4" 6.15771445545829 -0.733747139574086 1.317894420969 -0.556757148296135 0.577693365287465 NA
"MAOA" 217.229121943019 -0.0840007962542094 0.240297686231697 -0.349569725666086 0.726661634535346 0.978908135479181
"MAOB" 336.683745488054 0.128029586264817 0.198078666113404 0.646357271971517 0.518048005218844 0.933947788722955
"MAP10" 2.51938761789189 0.694303315189099 1.95549963133214 0.355051621623738 0.722550918775926 NA
"MAP1A" 285.44321612697 -0.391378650781579 0.200768855158728 -1.94939922565258 0.0512477669401841 0.350462162661032
"MAP1B" 16280.8077324371 0.247261378641664 0.0530945789992314 4.65699857315458 3.20852667782514e-06 0.000125731291863902
"MAP1LC3A" 95.4693717656409 0.157931721176195 0.375003446611951 0.421147385718885 0.673647461463257 0.971262509544034
"MAP1LC3B" 4257.66283524061 0.274020710013722 0.0660378237974397 4.14945093972563 3.33273704122681e-05 0.00103847011128163
"MAP1LC3B2" 127.344201164503 0.236968869128587 0.314773253060156 0.75282403071045 0.451555664238973 0.904185613878817
"MAP1LC3C" 0.987888369506628 3.48722517408708 3.78643181268614 0.920979261373046 0.357061254593368 NA
"MAP1S" 2289.40674071605 0.243993938554734 0.104761596679493 2.3290398990501 0.0198569520987906 0.192966024947956
"MAP2" 218.643201794939 0.0838028119544039 0.235115993999269 0.35643177875285 0.721517234017538 0.977894626820762
"MAP2K1" 2764.94598241672 0.020361329297525 0.0819600704106984 0.248429865854132 0.803801828108177 0.990437437859283
"MAP2K2" 6853.19703144008 0.227572151924141 0.0781753770781184 2.91104642446093 0.00360220491014903 0.0552309497294993
"MAP2K3" 4302.32519489209 0.70470662767464 0.0687854038273855 10.2450024054969 1.24621781821961e-24 1.97341655985119e-22
"MAP2K4" 1657.09456623294 -0.00820602620307199 0.10055290670796 -0.0816090401732999 0.93495761225832 0.995544892111965
"MAP2K4P1" 9.2578991967607 -0.421596466749008 1.09367233340599 -0.385486999964644 0.699876636231184 0.973441148544372
"MAP2K5" 723.69212905406 -0.045029478743552 0.142388944721832 -0.316242801233765 0.751818222775267 0.98434320228963
"MAP2K5-DT" 22.5113867541991 -0.445729638866304 0.712170756892532 -0.62587467198343 0.531397148643927 0.935915900688489
"MAP2K6" 507.506865315442 -0.46958751440943 0.154758869310797 -3.03431729955568 0.0024108072660293 0.0400714753963584
"MAP2K7" 2414.75541360162 0.00727568835602417 0.0854587348891899 0.0851368600934497 0.932152586556504 0.995544892111965
"MAP3K1" 1844.80849022821 0.204391558909706 0.0933084716877471 2.19049305183879 0.028488498158985 0.246427223216825
"MAP3K10" 435.468995052168 0.0842487980615918 0.167641292847442 0.502553974802977 0.615277895193028 0.957579531003437
"MAP3K11" 2479.89984765506 0.206522227368515 0.0892455596816868 2.31408966569452 0.020662804173377 0.199094620361831
"MAP3K12" 588.951405591208 -0.383675515966648 0.147508398168338 -2.60104184392806 0.00929411168296793 0.11414681729387
"MAP3K13" 931.931683713212 -0.0599428093206959 0.121509378906448 -0.493318374763867 0.621787647083599 0.959589312835555
"MAP3K14" 2211.62091130255 0.221512853561261 0.0870696691793942 2.54408746063875 0.0109563647296174 0.127894870218416
"MAP3K14-AS1" 42.3913092717542 -0.219028111216762 0.519665994917062 -0.421478629271709 0.673405613269115 0.971262509544034
"MAP3K15" 11.9415599591516 -0.383134456473768 1.09544498258242 -0.349752349561691 0.726524562574684 0.978908135479181
"MAP3K2" 2664.06986234701 -0.163428620811451 0.0785749525717065 -2.07990734276688 0.0375340324097534 0.292623071882174
"MAP3K2-DT" 103.248794943522 -0.0816584907453923 0.338430674687184 -0.241285725121903 0.809333673807228 0.991105008386124
"MAP3K20" 3398.88854082321 -0.0293299220248936 0.0724111445102632 -0.405047071459235 0.685442910952639 0.972370150887672
"MAP3K20-AS1" 14.877036972087 -0.659443579819 0.895008212370976 -0.736801708301715 0.461242944191896 0.908856089253624
"MAP3K21" 854.78774295669 -0.495589655561627 0.1292816592864 -3.83341038703515 0.000126378853142103 0.00346249906443761
"MAP3K3" 1544.38308736861 -0.150707354390038 0.0990552237775927 -1.52144782115095 0.128147496026122 0.572570318499985
"MAP3K4" 1410.88746411831 -0.304492031424286 0.0995262791515058 -3.05941339332868 0.0022177089879528 0.0373856194923735
"MAP3K4-AS1" 55.2306391043228 0.230266613442179 0.504764904747975 0.456185862519799 0.648256330743788 0.967037373412256
"MAP3K5" 683.764659282596 0.0455316842168697 0.1399406999914 0.325364130804461 0.744905499370152 0.98197402540648
"MAP3K5-AS1" 3.8032438721233 -0.377734552352447 2.00588048731288 -0.188313588342677 0.850630833956014 NA
"MAP3K5-AS2" 1.52464238488588 0.149670464404748 2.83241994784064 0.0528419045060223 0.957857873154041 NA
"MAP3K6" 1717.84764327748 -0.0641147056283202 0.0889142241637129 -0.721084913368521 0.470857272619225 0.913086056428719
"MAP3K7" 2855.19473836519 -0.0120756011787583 0.0720867668865716 -0.16751481166799 0.866964994169048 0.994855154923364
"MAP3K7CL" 23.3018882110246 -0.704415842557128 0.716960231309433 -0.982503368799976 0.325851924133423 0.844157508564755
"MAP3K7CL_1" 18.8555920943434 -0.888179112070289 0.772872703720909 -1.14919197921501 0.25047682748057 0.776023431005049
"MAP3K8" 1138.51260182026 0.297558052378285 0.10802374485137 2.75456153448204 0.00587708373008474 0.0804950292741458
"MAP3K9" 810.873069550441 -0.300120439978323 0.125968213741921 -2.38250929391757 0.0171950979323818 0.176314260320327
"MAP3K9-DT" 35.1756231772889 0.0488857949291568 0.560214538686853 0.0872626316406309 0.930462756306885 0.995544892111965
"MAP4" 24287.5775366057 0.110411124403411 0.0535054893577045 2.06354760471904 0.0390606297759823 0.298974764913709
"MAP4K1" 2.40354789011286 -4.65985032196799 2.68538059048808 -1.73526625554444 0.0826936557902486 NA
"MAP4K1_1" 6.12632305126002 1.12797733616473 1.7036964360974 0.662076478101082 0.507922209660544 NA
"MAP4K2" 799.862768403252 -0.134467999478986 0.124223067796926 -1.08247205501967 0.279042826090971 0.804121267074215
"MAP4K3" 772.557621581121 -0.221409338571356 0.134845658592371 -1.64194636210469 0.10060112053888 0.505596526454376
"MAP4K3-DT" 19.7108242408634 -0.135304757959229 0.760232879049812 -0.177978040266217 0.858740221720623 0.994453938126293
"MAP4K4" 7328.17303809904 0.215151428487322 0.0548650459007867 3.92146629889609 8.80117593403032e-05 0.00251152020486753
"MAP4K5" 3905.34505174416 -0.0385824200512273 0.0692017308708624 -0.557535477302238 0.577161626724889 0.950577814470802
"MAP6" 0.240568838720453 -1.33874194226819 4.99728968972937 -0.267893603410591 0.78878121754043 NA
"MAP6D1" 82.182218316267 -0.0123002294213648 0.402051982759042 -0.0305936295524666 0.975593622654064 0.997431192960773
"MAP7" 2765.17141561252 0.21557326390178 0.0833295903089374 2.58699536506252 0.00968168944792701 0.11721239153453
"MAP7-AS1" 17.758301939093 0.150228520240966 0.789427682711853 0.19030054751171 0.849073624638762 0.991647593259926
"MAP7D1" 9097.68901561047 0.219720749986296 0.063815235219731 3.44307670777589 0.000575136157266694 0.0124843319350958
"MAP7D2" 621.538697358485 0.0301518671590525 0.144435313818481 0.20875689166256 0.834638025299519 0.991362019186515
"MAP7D3" 3147.19148808626 -0.0018238871462378 0.0752815452312887 -0.0242275466136388 0.980671105555804 0.997431192960773
"MAPDA" 948.052610591447 -0.0167565635245979 0.11506092447661 -0.1456320953514 0.884211829665946 0.995544892111965
"MAPK1" 5580.27544577904 -0.00851833962438782 0.0726213281111065 -0.11729804240643 0.906623876256793 0.995544892111965
"MAPK10" 3.42230076492493 0.0598662983334436 1.83926120115273 0.0325491008541491 0.974034159933493 NA
"MAPK10-AS1" 0.720101143342609 -2.92102757849615 4.8567647880904 -0.601434845199627 0.547550395888081 NA
"MAPK11" 476.74508503039 -0.0445946540305457 0.16501890895183 -0.270239661101888 0.786975882216424 0.989976336471964
"MAPK12" 1909.21508520402 -0.0689129144862661 0.0856248404302598 -0.804823858823943 0.420921331546699 0.894204527332559
"MAPK13" 35.595249136053 -0.116744824782419 0.568400253297199 -0.205391929551757 0.837265925155313 0.991362019186515
"MAPK14" 3258.48856560716 -0.136894804182179 0.0761844974384025 -1.79688530849551 0.0723538294370001 0.422858072570322
"MAPK15" 68.5491680558553 -0.472840825168527 0.41792305036825 -1.13140642697713 0.257884067658971 0.783939374918212
"MAPK15_1" 136.152240250282 -0.322043460651227 0.296468548353494 -1.08626517868343 0.277361688049861 0.802619495072917
"MAPK1IP1L" 7939.67405960699 0.12861422157212 0.0716880509783039 1.79408171678492 0.0728001268082352 0.423877531587792
"MAPK3" 1486.52926480057 0.0638383519417774 0.108599733614001 0.587831570275112 0.556645351254197 0.946169717477622
"MAPK4" 6.15900199593814 -0.0590016345544299 1.43040202916417 -0.0412482877900464 0.967097958316014 NA
"MAPK6" 3931.57577848603 0.110795628165946 0.0688685924433212 1.60879762799176 0.107660599732931 0.523682813658732
"MAPK6-DT" 2.00578006232679 -0.594129353388909 2.20104435082398 -0.269930659582799 0.787213599442077 NA
"MAPK7" 945.402023751203 0.268252309399711 0.124455246726083 2.15541181634644 0.0311296225132156 0.259680343732445
"MAPK8" 832.585185093254 -0.101307604070823 0.130349343899741 -0.777200721077234 0.437040356866763 0.899593352370181
"MAPK8IP1" 1396.46505641492 0.126430963678089 0.112939300700797 1.11945941663863 0.262944195096558 0.789196291245615
"MAPK8IP1P2_1" 4.00470326115421 -0.236826472840167 1.6599691196691 -0.142669203923129 0.886551439574438 NA
"MAPK8IP2" 116.90821862051 0.323073653784756 0.316029778851568 1.02228864304745 0.306644306831246 0.82935200387412
"MAPK8IP3" 2634.1616151861 -0.18507769154983 0.102359890377668 -1.80810755919106 0.0705897619259064 0.41691336308364
"MAPK8IP3-AS1" 2.15912386697661 4.61783024818583 2.93024186620246 1.57592118979941 0.115043966913974 NA
"MAPK9" 2953.7362292377 -0.0705520989092568 0.0763978247824671 -0.923483084893382 0.355755511352855 0.859921537103968
"MAPKAP1" 7738.14102131547 0.00101160639482499 0.054252423120741 0.0186462896334348 0.985123275457025 0.997431192960773
"MAPKAPK2" 5463.06195399451 0.329066297210135 0.0632073985290489 5.20613575100552 1.92813614914304e-07 9.3124155663236e-06
"MAPKAPK3" 2643.44306712613 0.123249629990982 0.109673471899763 1.12378707317324 0.261103366717279 0.787616780003638
"MAPKAPK5" 2056.39040303861 0.0194620684094441 0.0934320073135789 0.208301940298949 0.834993216735536 0.991362019186515
"MAPKAPK5-AS1" 330.555820457037 0.0259072631102047 0.194031318975069 0.133521037980129 0.893781327331305 0.995544892111965
"MAPKBP1" 2010.97700077037 0.0493387318176354 0.0825759760148046 0.597494988237133 0.550176952088226 0.942108539034961
"MAPRE1" 10140.6616302708 0.104556272014366 0.0630945953043769 1.65713515571299 0.0974921528891585 0.497681404901686
"MAPRE2" 3600.86227296682 -0.0243962296828547 0.0720044926463338 -0.338815382016262 0.734748812786953 0.980059298388971
"MAPRE3" 442.979580599161 0.0235175681717253 0.194514284572522 0.120904067397462 0.903767020490215 0.995544892111965
"MAPRE3-AS1" 1.05143181949019 0.226303336941603 3.785703201047 0.0597784149795512 0.9523321171778 NA
"MAPT" 48.7093411468908 0.0939270202535115 0.506962884144042 0.185273958294004 0.853014162676169 0.992255576152512
"MAPT_1" 1.44341303232272 -3.92407651998413 3.9829213138658 -0.985225720207725 0.32451320951783 NA
"MAPT_2" 40.3778201776726 -0.302690716942445 0.604411260056897 -0.500802577559443 0.61651007142407 0.95770228465098
"MARCHF1" 201.967178941525 -0.0040322836654391 0.24513706180642 -0.0164490984583282 0.986876110131668 0.997431192960773
"MARCHF10" 5.39614607340045 -1.00580647707215 1.40496727289208 -0.715893171662092 0.474057315089614 NA
"MARCHF10-DT" 0.240033714447536 -1.33713917079919 4.99740522803682 -0.267566689068454 0.789032874556612 NA
"MARCHF11-DT" 0.28514707102464 1.65094625022856 4.9809796702113 0.331450108118695 0.740304520970826 NA
"MARCHF2" 119.402421947334 -0.0163332123198983 0.318229235872682 -0.0513253041478343 0.959066304879539 0.996270432534758
"MARCHF3" 142.110867979782 0.0343595401480043 0.285187038450537 0.120480721475579 0.904102350429336 0.995544892111965
"MARCHF4" 14.6718309247893 -0.046025946937161 0.872715816929351 -0.0527387564706953 0.957940058780814 0.996270432534758
"MARCHF5" 1975.71989129765 -0.0485184733759064 0.0882814415549171 -0.549588594401516 0.582601583539629 0.952389134419758
"MARCHF6" 12722.6396639988 -0.0437663771018579 0.0600749407309553 -0.728529675923694 0.46628940945571 0.910935898601967
"MARCHF6-DT" 106.360345185254 -0.269498107211035 0.32994652363975 -0.816793291949589 0.41404656634951 0.892332582234655
"MARCHF7" 2795.2123675559 -0.151513774821192 0.0775522469300727 -1.95369935519481 0.050736782611353 0.348865109990313
"MARCHF8" 319.894556918781 -0.33232810679401 0.189402024176731 -1.75461750336899 0.0793247554762926 0.444711245225333
"MARCHF8_1" 364.781375666765 -0.0513688414771581 0.19149007315531 -0.268258508813116 0.788500341227449 0.990251452393752
"MARCHF9" 192.573833823038 -0.295245349526416 0.26262076029731 -1.12422700015098 0.26091673794035 0.787616780003638
"MARCKS" 11403.8749227082 0.159687590494747 0.050737394419943 3.1473352607161 0.00164765922444335 0.0298707379765261
"MARCKSL1" 3211.75719838649 0.224253672724659 0.0781624726195509 2.86907086238423 0.00411679554731748 0.0613202568840605
"MARCOL" 5066.84835634116 1.06265718735922 0.0907669670126737 11.7075321819538 1.16624828090705e-31 2.27583338776195e-29
"MARF1" 1061.13260176971 0.0464274179604816 0.171602425081643 0.27055222522871 0.786735444443772 0.989976336471964
"MARF1_1" 1318.81202747775 0.0998056077633552 0.158531809095706 0.629562031321441 0.528981171753343 0.935915900688489
"MARK1" 746.124739197183 0.0743630381548245 0.133183397665315 0.558350661256563 0.576604956954315 0.950577814470802
"MARK2" 3506.28647915307 0.04553290077201 0.0807385060429984 0.563955205559053 0.572784617830242 0.949454558911382
"MARK2P21" 0.28514707102464 1.65094625022856 4.9809796702113 0.331450108118695 0.740304520970826 NA
"MARK2P9" 4.82113556494346 -1.18460626534026 1.56110901715718 -0.75882353655061 0.447958124110442 NA
"MARK3" 3554.92322306139 -0.00527204859445746 0.0681273365312248 -0.0773852151410781 0.938317102119062 0.995544892111965
"MARK4" 911.776146060776 -0.0428421506164498 0.121418802671033 -0.352846096930511 0.724203823219484 0.978266251635831
"MARS1" 8713.95620464483 0.155642607590222 0.0527162389659837 2.95246039253015 0.0031525251045699 0.0495957919341904
"MARS2" 873.653320143254 -0.111954988528637 0.122503603024196 -0.913891393925161 0.360773916216257 0.861060570489157
"MARVELD1" 2922.35558029251 -0.0238460112952889 0.0744757464874461 -0.320184924891066 0.748828150344331 0.983370981582758
"MARVELD2" 104.10184676641 0.783711552405783 3.04388919040966 0.257470460775975 0.796815615709771 0.990390520497248
"MARVELD2_1" 0.468494198987992 2.41974649039733 4.90257519476935 0.493566420557711 0.621612420600341 NA
"MARVELD2_2" 38.1653605971583 -8.64872060660521 4.78610521571556 -1.80704773856756 0.070754836151491 0.417446641961912
"MARVELD3" 14.5465674779313 -0.057670361349316 0.966236136071348 -0.059685577051382 0.952406059100474 0.996035959224712
"MAS1" 6.89892131357193 -1.7350314900071 1.40775169219365 -1.23248403793673 0.217768325646646 NA
"MASP1" 0.810327856496816 1.2309359691862 4.21728972663755 0.291878445393797 0.770379564329424 NA
"MASP1_1" 0.810327856496816 1.2309359691862 4.21728972663755 0.291878445393797 0.770379564329424 NA
"MASP2" 94.9973145104435 -0.25492689297775 0.365486617524336 -0.697499937766602 0.485489978325927 0.918654982284926
"MAST1" 174.455585725732 -0.397502505249378 0.263794402264977 -1.50686482289376 0.131845309769917 0.579000571823401
"MAST2" 4026.61201907366 0.00509973425890285 0.0748255338399929 0.0681550000005096 0.945662248428994 0.996035959224712
"MAST3" 621.09863485608 -0.487742119561373 0.139455713581564 -3.49746960547518 0.000469694231155394 0.0105511893624315
"MAST4" 621.844971357911 0.207681279157609 0.143320647603049 1.44906740676206 0.147318759104808 0.609644614457686
"MAST4-AS1" 2.49216923044832 -1.7986811005748 2.32409309079607 -0.773928164795973 0.438973272944744 NA
"MASTL" 1393.52049742253 0.0423313684836346 0.104677447221967 0.404398173695158 0.685919942968565 0.972408068612658
"MAT2A" 14442.2357444066 -0.0980409981650449 0.0543930559747563 -1.80245430980281 0.0714739570802666 0.419698253801123
"MAT2B" 2603.77122831844 -0.053842718227046 0.0824433348712165 -0.653087582048359 0.513699817434256 0.932385207660796
"MATCAP1" 735.542223789536 -0.335759999730543 0.177182261155544 -1.89499782619766 0.058092689662224 0.37514434121008
"MATCAP2" 468.461897725843 -0.107714438838852 0.159603211571693 -0.674888918450534 0.499746341515478 0.92406198044961
"MATK" 25.3294261035604 0.0387880075079945 0.660558129650921 0.0587200516758342 0.95317508796646 0.996035959224712
"MATN1" 3.77045616166021 -0.438811387696786 1.73066939168803 -0.253550094434146 0.799843155689187 NA
"MATN1-AS1" 11.9344858037182 -0.616310547418925 0.960882599665402 -0.641400466231292 0.521262530143166 0.933947788722955
